State,Number,Summary,Bill Type,Date,Status,Erin Reed's State Risk,Notes,URL,Sponsors,Calendar,Change Hash
New York,S01110,"Requires an ""X"" gender marker to be included in documents that request that a person identify their gender or sex utilized by state agencies, public authorities and municipalities.",Birth Certificate Or Identification,6/1/2023,referred to governmental operations,Safest,Requires X gender marker,https://legiscan.com/NY/bill/S01110/2023,Leroy Comrie,"Hearing 2023-05-02 11:00 Room 124 CAP, Hearing 2023-05-09 11:00 Room 124 CAP",917a4920b9dbbed668b178789da5ba7a
Maine,LD1902,An Act to Protect Personal Health Data,Provider Protections,6/1/2023,Carry Over Requested,Low,Data protection,https://legiscan.com/ME/bill/LD1902/2023,"Margaret O'Neil, Michael Brennan, Stacy Brenner, Matthea Larsen Daughtry, Kristi Mathieson, Ambureen Rana, Amy Roeder, Erin Sheehan, Laura Supica, Rachel Talbot Ross","Hearing 2023-05-22 10:00 State House, Room 438",442b525a9c44c69e229a429520f1701c
Massachusetts,H1683,To stop profiling transgender people and low-income women,Repeal of Anti-Trans Law,5/9/2023,Hearing scheduled for 05/16/2023 from 01:00 PM-05:00 PM in A-2,Safest,Removes the crime of being a common night walker or common street walker to stop the profiling of trans and low income people,https://legiscan.com/MA/bill/H1683/2023,"Samantha Montano, Vanna Howard",Hearing 2023-05-16 13:00 A-2,6dfe50531a5656507a6861d56c1a59e8
Massachusetts,S945,To stop profiling transgender people and low-income women,Repeal of Anti-Trans Law,5/9/2023,Hearing scheduled for 05/16/2023 from 01:00 PM-05:00 PM in A-2,Safest,Removes the crime of being a common night walker or common street walker to stop the profiling of trans and low income people,https://legiscan.com/MA/bill/S945/2023,"Julian Cyr, Liz Miranda, Vanna Howard, Jason Lewis",Hearing 2023-05-16 13:00 A-2,38c61f73daa13b3525d4edb049febc51
New York,K00444,"Commemorating the 90th Anniversary of the Nazi book burning campaign on May 10, 2023",Supportive Resolution,5/10/2023,adopted,Safest,"Commemorating the 90th Anniversary of the Nazi book burning campaign on May 10, 2023, including recognition of the burning of Magnus Hirschfeld's ""Institut fur Sexualwissenschaft""",https://legiscan.com/NY/bill/K00444/2023,"Harry Bronson, Deborah Glick, Daniel O'Donnell, Tony Simone, Catalina Cruz, Patrick Burke",,90caa5d489d3d73d7043a942360d5d58
New York,S06804,"Establishes a rebuttable presumption of a hate crime when certain crimes are committed on, in or upon a house of worship.",Hate Crimes/Aggravating Circumstances,5/10/2023,REFERRED TO CODES,Safest,"Establishes a rebuttable presumption of a hate crime when certain crimes are committed on, in or upon a house of worship.",https://legiscan.com/NY/bill/S06804/2023,Timothy Kennedy,,a0f00f967bf9b779d829b372456ceb03
New York,A06993,"Relates to consideration of gender-affirming health care or gender-affirming mental health care in child custody cases for purposes of jurisdiction, forum and enforcement of custody orders.",Safe State Bill,5/10/2023,referred to judiciary,Safest,"The presence of a child in the state for the purpose of obtaining gender affirming care is sufficient to meet the requirements that would enable the court to obtain initial child custody jurisdiction. A court has temporary emergency jurisdiction if their parents has prevented them from obtaining gender affirming care. A court of this state has jurisdiction to vacate, stay or modify a child custody determination of a court of another state which failed to recognize a  child's right to receive gender-affirming health care.",https://legiscan.com/NY/bill/A06993/2023,Christopher Burdick,,28eee7917a80dd879152ee27b7f67d7a
Texas,HR1723,Commending Mo Jenkins for her service as legislative director in the office of State Representative Abel Herrero during the 88th Legislature.,Supportive Resolution,5/25/2023,Reported enrolled,Worst,Commending Black trans woman Mo Jenkins for her service as legislative director in the office of State Representative Abel Herrero,https://legiscan.com/TX/bill/HR1723/2023,Abel Herrero,,a2b9580012d13859fb8549d447f48265
California,AR28,Relative to Harvey Milk Day.,Supportive Resolution,5/22/2023,Read. Adopted.,Safest,Recognizing Harvey Milk,https://legiscan.com/CA/bill/AR28/2023,"Chris Ward, Sabrina Cervantes, Corey Jackson, Alex Lee, Evan Low, Rick Zbur, Dawn Addis, Cecilia Aguiar-Curry, Juan Alanis, David Alvarez, Joaquin Arambula, Jasmeet Bains, Rebecca Bauer-Kahan, Steve Bennett, Marc Berman, Blanca Rubio, Tasha Boerner Horvath, Mia Bonta, Isaac Bryan, Lisa Calderon, Damon Connolly, Laura Friedman, Jesse Gabriel, Eduardo Garcia, Mike Gipson, Tim Grayson, Matt Haney, Gregg Hart, Chris Holden, Josh Hoover, Jacqui Irwin, Reginald Jones-Sawyer, Juan Carrillo, Ash Kalra, Josh Lowenthal, Luz Rivas, Brian Maienschein, Devon Mathis, Kevin McCarty, Tina McKinnor, Mike Fong, Al Muratsuchi, Liz Ortega, Blanca Pacheco, Diane Papan, Gail Pellerin, Cottie Petrie-Norris, James Ramos, Anthony Rendon, Eloise Reyes, Robert Rivas, Freddie Rodriguez, Miguel Santiago, Pilar Schiavo, Esmeralda Soria, Stephanie Nguyen, Philip Ting, Avelino Valencia, Carlos Villapudua, Marie Waldron, Greg Wallis, Akilah Weber, Wendy Carrillo, Buffy Wicks, Lori Wilson, Jim Wood",,95a5a8645b22f6de00a2049546056000
Delaware,HB154,An Act To Amend Title 6 Of The Delaware Code Relating To Personal Data Privacy And Consumer Protection.,Data Protection Act,6/30/2023,Passed By House. Votes: 37 YES 3 NO 1 ABSENT,Low,"Protects personal data, including the status of being trans or non binary",https://legiscan.com/DE/bill/HB154/2023,,"Hearing 2023-05-16 12:00 House Majority Caucus Room, Hearing 2023-06-22 10:30 Senate Chamber, Hearing 2023-06-27 10:00 Senate Chamber",f2d079f651456ef02447ad616101a649
Missouri,HB574,Modifies provisions relating to unlawful discriminatory practices,Broad Nondiscrimination,5/12/2023,Referred: General Laws(H),Worst,,https://legiscan.com/MO/bill/HB574/2023,Deb Lavender,,d850bfd5a3be5c45976fc3e9df760f7e
Missouri,HB384,Modifies provisions relating to unlawful discriminatory practices,Broad Nondiscrimination,5/12/2023,Referred: General Laws(H),Worst,,https://legiscan.com/MO/bill/HB384/2023,Rasheen Aldridge,,969972ccf2032c9f5cafc9244ecdc571
Wisconsin,SJR42,"Proclaiming November 20, 2023, as Wisconsin's Transgender Day of Remembrance.",Supportive Resolution,5/19/2023,Representative Haywood added as a cosponsor,Low,Transgender Day of Remembrance,https://legiscan.com/WI/bill/SJR42/2023,"Mark Spreitzer, Timothy Carpenter, Melissa Agard, Dianne Hesselbein, LaTonya Johnson, Christopher Larson, Kelda Roys, Jeff Smith, Marisabel Cabrera, Greta Neubauer, Lee Snodgrass, Melissa Ratcliff, Ryan Clancy, Clinton Anderson, Jimmy Anderson, Deb Andraca, Samba Baldeh, Mike Bare, Sue Conley, Dave Considine, Jodi Emerson, Evan Goyke, Francesca Hong, Jenna Jacobson, Alex Joers, Darrin Madison, Supreme Omokunde, Tod Ohnstad, Sylvia Ortiz-Velez, Lori Palmeri, Katrina Shankland, Kristina Shelton, Christine Sinicki, Shelia Stubbs, Lisa Subeck",,b09dc59a35548bef6e60988be8eaff53
Wisconsin,SJR41,"Recognizing October 26, 2023, as Intersex Awareness Day in Wisconsin.",Supportive Resolution,5/19/2023,Representative Haywood added as a cosponsor,Low,Intersex Awareness Day,https://legiscan.com/WI/bill/SJR41/2023,"Mark Spreitzer, Timothy Carpenter, Melissa Agard, Dianne Hesselbein, Christopher Larson, Kelda Roys, Jeff Smith, Marisabel Cabrera, Lee Snodgrass, Greta Neubauer, Ryan Clancy, Melissa Ratcliff, Clinton Anderson, Jimmy Anderson, Deb Andraca, Samba Baldeh, Mike Bare, Sue Conley, Dave Considine, Jodi Emerson, Evan Goyke, Francesca Hong, Jenna Jacobson, Alex Joers, Darrin Madison, Supreme Omokunde, Tod Ohnstad, Lori Palmeri, Kristina Shelton, Christine Sinicki, Shelia Stubbs, Lisa Subeck",,7c0d52c86162869edcc76ae8178d32f1
Pennsylvania,HR114,"Recognizing the month of June 2023 as ""LGBTQ+ Pride Month"" in Pennsylvania.",Supportive Resolution,6/27/2023,Adopted (123-79),Low,"A Resolution recognizing the month of June 2023 as ""LGBTQ+ Pride Month"" in Pennsylvania.",https://legiscan.com/PA/bill/HR114/2023,"Jessica Benham, Malcolm Kenyatta, Michael Sturla, Steven Malagari, Benjamin Waxman, Tarik Khan, Arvind Venkat, Carol Hill-Evans, Christina Sappey, Joshua Siegel, Stephen Kinsey, Maureen Madden, Liz Hanbidge, Ben Sanchez, Christopher Pielli, Jeanne McNeill, Stephen Samuelson, Justin Fleming, Nancy Guenst, Robert Merski, Timothy Brennan, Lisa Borowski, Melissa Cerrato, Kristine Howard, Christopher Rabb, Joseph Hohenstein, Tina Davis, Ismail Smith-Wade-El, Jennifer O'Mara, Sara Innamorato, Johanny Cepeda-Freytiz, Michael Schlossberg, Roni Green, Joseph Webster, Perry Warren",,a240feb56c3231231b70c644167e6073
New York,S07155,Establishes a transgender and non-binary peer support grant program which shall grant awards to eligible entities for the purpose of establishing peer-to-peer mental health programs for transgender and non-binary individuals.,Health Care Equity,5/18/2023,REFERRED TO MENTAL HEALTH,Safest,Establishes a transgender and non-binary peer support grant program which shall grant awards to eligible entities for the purpose of establishing peer-to-peer mental health programs for transgender and non-binary individuals.,https://legiscan.com/NY/bill/S07155/2023,Kevin Parker,,5c08a1342bc1e474b9b4fecc8f52d88b
New York,S07185,Requires the office for the prevention of domestic violence to conduct a study on domestic violence in the transgender community with a focus on Black transgender women.,"Commissions, Task Forces, and Studies",5/18/2023,REFERRED TO SOCIAL SERVICES,Safest,,https://legiscan.com/NY/bill/S07185/2023,"Kevin Parker, Brad Hoylman-Sigal, Zellnor Myrie",,9e901ecca4894518f1d5a1af5d4f3606
New York,A07406,Relates to the development of a public anti-stigma mental health education program targeting the general public and underserved populations.,"Commissions, Task Forces, and Studies",5/24/2023,reported referred to ways and means,Safest,,https://legiscan.com/NY/bill/A07406/2023,"Aileen Gunther, Angelo Santabarbara",Hearing 2023-05-24 09:30 Room 825 LOB,6fd94b5fde2f52c1c1d26d5ac424f381
New York,S07280,"Establishes a regional or county-based peer support services program for transgender and non-binary individuals that provides support services including but not limited to, peer counseling for mental illness including alcohol and substance abuse counseling, family support services, domestic violence, mental health and physical health.",Health Care Equity,5/19/2023,REFERRED TO MENTAL HEALTH,Safest,,https://legiscan.com/NY/bill/S07280/2023,"Kevin Parker, Cordell Cleare",,927dcc21d5a530c742b74c5f275c10c5
New York,S07304,"Provides for insurance coverage for electrolysis procedures to stop the growth of hair, when deemed medically necessary.",Health Care Equity,5/19/2023,REFERRED TO INSURANCE,Safest,,https://legiscan.com/NY/bill/S07304/2023,Jessica Scarcella-Spanton,,a1ba694c6b312fa8323a25735ea3178a
New York,A00372,"Establishes the lesbian, gay, bisexual and transgender, and people living with HIV long-term care facility residents' bill of rights; prohibits a long-term care facility or facility staff from discriminating against any resident on the basis of such resident's actual or perceived sexual orientation, gender identity or expression, or HIV status.",LGBTQ+ Elder Rights,6/8/2023,substituted by s1783a,Safest,,https://legiscan.com/NY/bill/A00372/2023,"Harry Bronson, Rebecca Seawright, Jeffrey Dinowitz, Deborah Glick, Tony Simone, Amanda Septimo, Ron Kim, Harvey Epstein, Christopher Burdick, Jo Simon, Gina Sillitti, Sarah Clark, Phara Souffrant Forrest","Hearing 2023-05-23 00:00 Room 823 LOB, Hearing 2023-06-08 00:00 , Hearing 2023-06-08 00:00 ",c1b63bf4beab3c853dcdf0c0a7de1169
Illinois,HB3368,INC TX-REPRODUCTIVE CARE,Safe State Bill,5/18/2023,Added Co-Sponsor Rep. Kimberly du Buclet,Safest,,https://legiscan.com/IL/bill/HB3368/2023,"Kelly Cassidy, Kimberly Du Buclet",,809eeb649525ef0231016e5a515de572
Rhode Island,S0775,"Joint Resolution Making An Appropriation Of $2,500,000 To The Haus Of Codec (authorizes The Appropriation Of The Sum Of $2,500,000 To The Haus Of Codec To Support Unhoused Members Of The Lgbtq+ Community Through Transitional Housing, Workforce Training, Mental Health Support, And Daily Nutrition.)",Supporting Unhoused LGBTQ+ People,5/25/2023,Committee recommended measure be held for further study,Low,,https://legiscan.com/RI/bill/S0775/2023,"Tiara Mack, Samuel Bell, Melissa Murray",Hearing 2023-05-25 00:00 ,ccf3fe884b4591b9afbb3e2b7d8bbd04
Oregon,SB99,Relating to aging adults.,LGBTQ+ Elder Rights,6/25/2023,Speaker signed.,Safest,,https://legiscan.com/OR/bill/SB99/2023,,"Hearing 2023-03-20 15:00 HR B, Hearing 2023-03-27 15:00 HR B, Hearing 2023-03-29 15:00 HR B, Hearing 2023-04-03 15:00 HR B, Hearing 2023-04-03 15:00 HR B, Hearing 2023-05-02 15:00 HR C, Hearing 2023-05-11 15:00 HR C, Hearing 2023-06-21 15:30 HR D",5e2c58f6b1af3541be3919d42ade4279
Oregon,SB619,Relating to protections for the personal data of consumers.,Data Protection Act,7/18/2023,Governor signed.,Safest,,https://legiscan.com/OR/bill/SB619/2023,"Floyd Prozanski, Paul Holvey, Michael Dembrow, Jeffrey Golden, James Manning, Deb Patterson, Janeen Sollman, Ben Bowman, Janelle Bynum, Julianne Fahey, Dacia Grayber","Hearing 2023-03-07 13:00 HR D, Hearing 2023-03-28 13:00 HR D, Hearing 2023-03-29 13:00 HR D, Hearing 2023-03-30 13:00 HR D, Hearing 2023-04-03 13:00 HR D, Hearing 2023-04-03 13:15 HR D, Hearing 2023-05-24 15:00 H-170, Hearing 2023-05-31 17:00 HR F",270f15c4c3a237eae95ce4267f9c7869
Massachusetts,S2207,Relative to gender identity on Massachusetts identification,Birth Certificate Or Identification,5/24/2023,Hearing scheduled for 06/13/2023 from 10:00 AM-01:00 PM in B-2,Safest,,https://legiscan.com/MA/bill/S2207/2023,"Joanne Comerford, Mindy Domb, Jacob Oliveira, Jason Lewis, Michael Barrett, James Eldridge, Julian Cyr, Rebecca Rausch, Patricia Jehlen",Hearing 2023-06-13 10:00 B-2,e625da10a19f72be9172c7031e870410
Wisconsin,AJR50,"Proclaiming November 20, 2023, as Wisconsin's Transgender Day of Remembrance.",Supportive Resolution,5/25/2023,Read and referred to Committee on Rules,Low,,https://legiscan.com/WI/bill/AJR50/2023,"Marisabel Cabrera, Greta Neubauer, Lee Snodgrass, Melissa Ratcliff, Ryan Clancy, Clinton Anderson, Deb Andraca, Samba Baldeh, Mike Bare, Sue Conley, Dave Considine, Jodi Emerson, Evan Goyke, Francesca Hong, Jenna Jacobson, Alex Joers, Darrin Madison, Supreme Omokunde, Tod Ohnstad, Sylvia Ortiz-Velez, Lori Palmeri, Katrina Shankland, Kristina Shelton, Christine Sinicki, Shelia Stubbs, Lisa Subeck, Jimmy Anderson, Kalan Haywood, Mark Spreitzer, Timothy Carpenter, Melissa Agard, Dianne Hesselbein, LaTonya Johnson, Christopher Larson, Kelda Roys, Jeff Smith",,8ef2fdecbca72fc989385aefae70f2fa
Wisconsin,AJR51,"Recognizing October 26, 2023, as Intersex Awareness Day in Wisconsin.",Supportive Resolution,5/25/2023,Read and referred to Committee on Rules,Low,,https://legiscan.com/WI/bill/AJR51/2023,"Marisabel Cabrera, Lee Snodgrass, Greta Neubauer, Ryan Clancy, Melissa Ratcliff, Clinton Anderson, Jimmy Anderson, Deb Andraca, Samba Baldeh, Mike Bare, Sue Conley, Dave Considine, Jodi Emerson, Evan Goyke, Francesca Hong, Jenna Jacobson, Alex Joers, Darrin Madison, Supreme Omokunde, Tod Ohnstad, Lori Palmeri, Kristina Shelton, Christine Sinicki, Shelia Stubbs, Lisa Subeck, Kalan Haywood, Mark Spreitzer, Timothy Carpenter, Melissa Agard, Dianne Hesselbein, Christopher Larson, Kelda Roys, Jeff Smith",,9077d93942a49035e577f0c004a8af8f
New York,K00590,"Commemorating the 31st Anniversary of the Queens LGBTQ Pride Parade on June 4, 2023",Supportive Resolution,5/31/2023,adopted,Safest,,https://legiscan.com/NY/bill/K00590/2023,"Jessica Gonzalez-Rojas, Jeffrion Aubry, Catalina Cruz, Andrew Hevesi, John McDonald, Nily Rozic, Gina Sillitti, Tony Simone, Monica Wallace",,9012efe6b0b1e7246e8757d12e142d50
Rhode Island,S1088,"Senate Resolution Joyously Celebrating And Commemorating June Of 2023, As ""pride Month"" In The State Of Rhode Island",Supportive Resolution,6/1/2023,Senate read and passed,Low,,https://legiscan.com/RI/bill/S1088/2023,"Tiara Mack, Ryan Pearson, Melissa Murray, Walter Felag, Meghan Kallman, Alana DiMario, John Burke, Matthew LaMountain, Sandra Cano, Victoria Gu",,090b8a3df133d09b9e75e3d08ad8ebe7
New York,A07672,Requires LGBT awareness curriculum or instruction.,LGBTQ+ Inclusive Curriculum,6/1/2023,referred to education,Safest,,https://legiscan.com/NY/bill/A07672/2023,"Rebecca Seawright, Karines Reyes, Harry Bronson, Charles Lavine, Catalina Cruz, Steven Otis, Jeffrey Dinowitz, Harvey Epstein, Inez Dickens, Khaleel Anderson, Jo Simon, Jessica Gonzalez-Rojas, David Weprin, Deborah Glick, Linda Rosenthal",,3b04c6fc67b453cb5e2c2406bbd58ac3
Rhode Island,H6471,"House Resolution Honoring And Celebrating June Of 2023, As ""gay Pride Month"" In The State Of Rhode Island",Supportive Resolution,6/1/2023,House read and passed,Low,,https://legiscan.com/RI/bill/H6471/2023,"Camille Vella-Wilkinson, Joseph Shekarchi, Christopher Blazejewski, Rebecca Kislak, Lauren Carson, Jennifer Boylan, Brianna Henries, Edward Cardillo, Justine Caldwell, Ramon Perez",,f6ab3c983cf4b3fd2ebc7274b8ecd23d
New York,S07506,Declares that a law authorizing a child to be removed from their parent or guardian based on the parent or guardian allowing their child to receive gender-affirming care is against the public policy of this state; relates to forum in domestic relations cases.,Safe State Bill,6/1/2023,REFERRED TO CHILDREN AND FAMILIES,Safest,,https://legiscan.com/NY/bill/S07506/2023,Brad Hoylman-Sigal,,3cc86aaecb9af2301cba2b22ad59d889
New York,K00614,"Memorializing Governor Kathy Hochul to proclaim June 2023, as Gay Pride Month in the State of New York",Supportive Resolution,6/5/2023,adopted,Safest,,https://legiscan.com/NY/bill/K00614/2023,"Deborah Glick, Harry Bronson, Marianne Buttenschon, Jessica Gonzalez-Rojas, Donna Lupardo, Daniel O'Donnell, Stacey Pheffer Amato, Tony Simone, Phillip Steck",,15a432fb13b1c153259cfe001838dff5
Nevada,SB163,Requires certain health insurance to cover treatment of certain conditions relating to gender dysphoria and gender incongruence. (BDR 57-129),Health Care Equity,6/13/2023,"Chapter 376. (Effective July 1, 2023)",Low,,https://legiscan.com/NV/bill/SB163/2023,"Melanie Scheible, Dallas Harris, Patricia Spearman, Cecelia Gonzalez","Hearing 2023-02-27 08:00 , Hearing 2023-03-15 08:00 Room 2134, Hearing 2023-04-13 08:00 Room 2134, Hearing 2023-05-23 08:00 Room 2135, Hearing 2023-05-23 00:00 Room 2135",dc126182494687bd1729928d10dd38cb
New York,A07687,Declares that a law authorizing a child to be removed from their parent or guardian based on the parent or guardian allowing their child to receive gender-affirming care is against the public policy of this state; relates to forum in domestic relations cases.,Safe State Bill,6/5/2023,referred to judiciary,Safest,,https://legiscan.com/NY/bill/A07687/2023,Harry Bronson,,fd8c9fff5bea7b16334af8c2e809b9c0
Massachusetts,S78,Updating the juvenile justice policy and data board,"Commissions, Task Forces, and Studies",6/6/2023,Hearing scheduled for 06/13/2023 from 10:00 AM-01:00 PM in A-2,Safest,,https://legiscan.com/MA/bill/S78/2023,Salvatore DiDomenico,Hearing 2023-06-13 10:00 A-2,cfde93daf5e7316a54bff4443a615e27
Delaware,HCR56,Acknowledging June 2023 As Lgbtq+ Pride Month In Delaware.,Supportive Resolution,6/6/2023,Passed By Senate. Votes: 16 YES 4 NO 1 ABSENT,Low,,https://legiscan.com/DE/bill/HCR56/2023,,,1b933dbf10840c39610a98ce8914290a
Wisconsin,SJR51,Recognizing June 2023 as LGBTQ Pride Month.,Supportive Resolution,7/14/2023,Representative Jacobson added as a cosponsor,Low,,https://legiscan.com/WI/bill/SJR51/2023,"Timothy Carpenter, Mark Spreitzer, Melissa Agard, Dianne Hesselbein, LaTonya Johnson, Christopher Larson, Brad Pfaff, Kelda Roys, Jeff Smith, Lena Taylor, Robert Wirch, Marisabel Cabrera, Lee Snodgrass, Greta Neubauer, Clinton Anderson, Jimmy Anderson, Deb Andraca, Samba Baldeh, Mike Bare, Jill Billings, Ryan Clancy, Sue Conley, Dave Considine, Dora Drake, Jodi Emerson, Evan Goyke, Kalan Haywood, Francesca Hong, Alex Joers, Darrin Madison, Supreme Omokunde, LaKeshia Myers, Tod Ohnstad, Sylvia Ortiz-Velez, Lori Palmeri, Melissa Ratcliff, Katrina Shankland, Kristina Shelton, Christine Sinicki, Lisa Subeck, Robyn Vining, Shelia Stubbs, Scott Johnson",,6694e9813929b406337c0e4bb4a8e4c2
Michigan,HR0118,"A resolution to declare June 2023 as Lesbian, Gay, Bisexual, Transgender, and Queer (LGBTQ+) Pride Month in the state of Michigan.",Supportive Resolution,6/7/2023,Adopted,Low,,https://legiscan.com/MI/bill/HR0118/2023,"Emily Dievendorf, Joey Andrews, Noah Arbit, Felicia Brabec, Kelly Breen, Julie Brixie, Erin Byrnes, Brenda Carter, Tyrone Carter, Jaime Churches, Betsy Coffia, Jennifer Conlin, Kimberly Edwards, John Fitzgerald, Carol Glanville, Kristian Grant, Jim Haadsma, Jenn Hill, Rachel Hood, Kara Hope, Jason Hoskins, Matt Koleszar, Tullio Liberati, Sharon MacDonell, Jasper Martus, Donavan McKinney, Denise Mentzer, Reggie Miller, Christine Morse, Cynthia Neeley, Amos O'Neal, Laurie Pohutsky, Natalie Price, Ranjeev Puri, Carrie Rheingans, Julie Rogers, Helena Scott, Nate Shannon, Phil Skaggs, Will Snyder, Samantha Steckloff, Lori Stone, Penelope Tsernoglou, Dylan Wegela, Regina Weiss",,96bad869547f0b0f6a882e534091201c
Michigan,SR0060,"A resolution to recognize June 2023 as Lesbian, Gay, Bisexual, Transgender, Queer+ (LGBTQ+) Pride Month.",Supportive Resolution,6/8/2023,Adopted,Low,,https://legiscan.com/MI/bill/SR0060/2023,"Jeremy Moss, Winnie Brinks, Stephanie Chang, John Cherry, Kevin Hertel, Mallory McMorrow, Dayna Polehanki, Sue Shink",,4a61bf74cee0b3ecdd3d46d10d1aa4b1
US,HR500,"Commemorating 7 years since the Pulse nightclub shooting in Orlando, Florida, on June 12, 2016.",Supportive Resolution,6/12/2023,Referred to the House Committee on Oversight and Accountability.,Low,,https://legiscan.com/US/bill/HR500/2023,"Darren Soto, Frederica Wilson, Valerie Foushee, Jared Moskowitz, Sheila Cherfilus-McCormick, Debbie Wasserman Schultz, Ted Lieu, Lois Frankel, Kathy Castor, Maxwell Frost",,5e7e33012cd58a80078ed0e7b4f26929
New Jersey,S3949,Revises law pertaining to recording patients' demographic information.,Health Care Equity,6/12/2023,"Introduced in the Senate, Referred to Senate Health, Human Services and Senior Citizens Committee",Safest,,https://legiscan.com/NJ/bill/S3949/2022,Joseph Cryan,,b56a10edbd2a4d48fe033b95e646d415
Pennsylvania,SR131,"Recognizing the month of June 2023 as ""LGBTQ+ Pride Month"" in Pennsylvania in celebration of past, present and future LGBTQ+ accomplishments and contributions to this Commonwealth and in commemoration of the 54th anniversary of the Stonewall Inn demonstrations.",Supportive Resolution,6/14/2023,Referred to RULES AND EXECUTIVE NOMINATIONS,Low,,https://legiscan.com/PA/bill/SR131/2023,"Sharif Street, Amanda Cappelletti, Nikil Saval, Arthur Haywood, Judy Schwank, James Brewster, Timothy Kearney, Vincent Hughes, Wayne Fontana, Carolyn Comitta, John Kane, Steven Santarsiero, Christine Tartaglione, Jay Costa",,04d686738f4d55491d79836485bd55ba
Nevada,AB37,Authorizes the establishment of the Behavioral Health Workforce Development Center of Nevada. (BDR 34-361),"Commissions, Task Forces, and Studies",6/15/2023,Approved by the Governor. Chapter 424.,Low,,https://legiscan.com/NV/bill/AB37/2023,Education,"Hearing 2023-02-28 16:00 , Hearing 2023-03-07 16:00 Room 4100, Hearing 2023-03-14 16:00 Room 4100, Hearing 2023-04-11 16:00 Room 4100, Hearing 2023-05-16 18:00 Room 3137",5383f618a854901cdda7fa74fa70fdcf
Delaware,HB230,"An Act To Amend Titles 10, 13, 24, And 31 Of The Delaware Code Relating To Gender-affirming Health Care.",Provider Protections,6/15/2023,Introduced and Assigned to Health & Human Development Committee in House,Low,,https://legiscan.com/DE/bill/HB230/2023,,,304b03f62363695794a29b72a11c0ed7
Maine,HP1294,JOINT RESOLUTION RECOGNIZING JUNE 2023 AS PRIDE MONTH,Supportive Resolution,6/16/2023,"READ and ADOPTED, in concurrence.",Low,,https://legiscan.com/ME/bill/HP1294/2023,"Laurie Osher, Holly Eaton, Cheryl Golek, Craig Hickman, Matthew Moonen, Margaret O'Neil, Ambureen Rana, Lois Galgay Reckitt, Melanie Sachs, Charles Skold, Rachel Talbot Ross, Sophia Warren",,55617bb1ea2b4dce401c15bd2fdc7e50
US,SR276,"A resolution expressing opposition to the use of State power against people in the United States seeking essential health care, including criminalization of the full range of sexual and reproductive health care such as abortion, gender-affirming care, and contraceptive care, and disapproving of State punishment of people for their pregnancy outcomes.",Supportive Resolution,6/22/2023,"Referred to the Committee on Health, Education, Labor, and Pensions. (text: CR S2241-2242)",Low,,https://legiscan.com/US/bill/SR276/2023,"Tammy Duckworth, Christopher Murphy, Jeff Merkley, Debbie Stabenow, Richard Blumenthal, Maria Cantwell, Mazie Hirono, Elizabeth Warren, Martin Heinrich, Ron Wyden, Benjamin Cardin, Alex Padilla, Tina Smith, Cory Booker, Gary Peters, John Fetterman, Patty Murray, Edward Markey, Dianne Feinstein",,5d2f93af71cce2375619e7b59b7ab77e
Delaware,SCR96,"Designating June 28, 2023, As Stonewall Uprising Remembrance Day In The State Of Delaware.",Supportive Resolution,6/29/2023,Passed In House by Voice Vote,Low,,https://legiscan.com/DE/bill/SCR96/2023,,,93c5f41b569fa4a281cdaefbb94ad24d
US,HR558,"Expressing support for the designation of June 26 as ""LGBTQI+ Equality Day"".",Supportive Resolution,6/27/2023,Referred to the House Committee on the Judiciary.,Low,,https://legiscan.com/US/bill/HR558/2023,"Suzan DelBene, Adam Smith, Ami Bera, Andre Carson, Barbara Lee, Bradley Schneider, Brian Higgins, C.A. Ruppersberger, Chellie Pingree, Christopher Pappas, Danny Davis, David Trone, Dean Phillips, Debbie Wasserman Schultz, Derek Kilmer, Diana DeGette, Dina Titus, Dwight Evans, Ed Case, Eleanor Norton, Frank Pallone, Frederica Wilson, Grace Napolitano, Gwen Moore, Haley Stevens, Henry Johnson, Jahana Hayes, Jamaal Bowman, James McGovern, Janice Schakowsky, Jared Huffman, Jared Moskowitz, Jasmine Crockett, Jill Tokuda, James Himes, Jimmy Panetta, Joyce Beatty, Julia Brownley, Katie Porter, Kevin Mullin, Linda Sanchez, Lois Frankel, Madeleine Dean, Mark Pocan, Mark Takano, Matthew Cartwright, Mike Quigley, Morgan McGarvey, Nanette Barragan, Nikema Williams, Nydia Velazquez, Paul Tonko, Pramila Jayapal, Rashida Tlaib, Raul Grijalva, Ritchie Torres, Ro Khanna, Salud Carbajal, Seth Magaziner, Sharice Davids, Shontel Brown, Shri Thanedar, Stephen Lynch, Suzanne Bonamici, Sydney Kamlager-Dove, Teresa Fernandez, Terri Sewell, Tony Cardenas, Troy Carter, Val Hoyle, Wiley Nickel, William Keating, Al Green, Scott Peters, Bill Pascrell, Valerie Foushee, Mary Gay Scanlon, Joseph Morelle, Jesus Garcia",,2b9a07cfebb2494936a8cc520680daeb
