"Date","State","Bill","Bill Description","Bill Type","Status","Bill Link","year"
2022-03-15,"Wisconsin","AB195","An Act to amend 36.12 (1) and 38.23 (1); and to create 36.25 (58) and 38.12 (15) of the statutes; Relating to: designating University of Wisconsin and technical college sports and athletic teams based on the sex of the participants.","Youth Athletics","Dead/Failed","https://legiscan.com/WI/bill/AB195/2021","2022"
2022-03-14,"Florida","S0242","Requiring each agency head to take certain measures to prevent the use of training for agency employees which espouses certain concepts; authorizing municipalities to provide certain training, workshops, or programming; prohibiting municipalities from providing mandatory employee training that espouses certain concepts; requiring contracts with an agency which are entered into or renewed on or after a specified date to include the option to terminate if the contractor provides workforce training that espouses certain concepts; requiring public K-20 educational institutions to ensure certain diversity and inclusion efforts and to prohibit certain discrimination, etc.","Schools / Education","Dead/Failed","https://legiscan.com/FL/bill/S0242/2022","2022"
2022-03-14,"Minnesota","HF4282","School-sponsored sports teams required to be designated by biological sex.","Youth Athletics","Introduced","https://legiscan.com/MN/bill/HF4282/2021","2022"
2022-03-14,"Florida","H0211","Provides criminal penalties for health care practitioners who engage in or cause specified practices to be performed on minor under certain conditions.","Healthcare","Dead/Failed","https://legiscan.com/FL/bill/H0211/2022","2022"
2022-03-09,"Mississippi","HB1099","An Act To Prohibit Physically Incarcerated Offenders From Requesting A Name Change Or Gender Transition; And For Related Purposes.","ID Updates","Dead/Failed","https://legiscan.com/MS/bill/HB1099/2022","2022"
2022-03-08,"Idaho","H0675","GENITAL MUTILATION OF A CHILD -- Amends existing law to provide for the crime of genital mutilation in certain instances and to provide certain exemptions.","Other","Crossed Over","https://legiscan.com/ID/bill/H0675/2022","2022"
2022-03-08,"Wyoming","SF0051","AN ACT relating to school sports; prohibiting biological males from athletic teams and sports designated for females in public schools; establishing related causes of action as specified; requiring rulemaking; and providing for effective dates.","Youth Athletics","Dead/Failed","https://legiscan.com/WY/bill/SF0051/2022","2022"
2022-03-04,"Utah","HB0127","Medical Practice Amendments","Healthcare","Dead/Failed","https://legiscan.com/UT/bill/HB0127/2022","2022"
2022-03-03,"Iowa","HF2416","A bill for an act relating to student eligibility requirements in school district, accredited nonpublic school, regent institution, community college, and certain other institution of higher education athletics based on sex, and including effective date provisions. (Formerly HF 2309.) Effective date: 03/03/2022.","Youth Athletics","Signed/Enacted","https://legiscan.com/IA/bill/HF2416/2021","2022"
2022-03-03,"Louisiana","HB570","Prohibits certain procedures to alter the sex of a minor child","Healthcare","Introduced","https://legiscan.com/LA/bill/HB570/2022","2022"
2022-03-02,"West Virginia","SB498","Creating Anti-Racism Act of 2022","Schools / Education","Crossed Over","https://legiscan.com/WV/bill/SB498/2022","2022"
2022-03-01,"Rhode Island","S2501","Categorizes women by their biological identity at birth rather than their gender identity for purpose of organized sports.","Youth Athletics","Introduced","https://legiscan.com/RI/bill/S2501/2022","2022"
2022-02-28,"Minnesota","HF3843","Human Rights Act provisions governing gender specific accommodations clarified.","Public Facilities","Introduced","https://legiscan.com/MN/bill/HF3843/2021","2022"
2022-02-24,"Georgia","SB435","A BILL to be entitled an Act to amend Title 20 of the Official Code of Georgia Annotated, relating to education, so as to provide that it shall be unlawful for Georgia public schools or participating private schools whose students or teams compete against a Georgia public school to operate, sponsor, or facilitate athletic programs or activities that permit a person of one gender to participate in an athletic program or activity that is designated for persons of the opposite gender; to provide for exceptions; to provide for private rights of action and awards of attorney fees; to provide for legislative findings and intent; to provide for definitions; to provide for a short title; to provide for related matters; to repeal conflicting laws; and for other purposes.","Youth Athletics","Crossed Over","https://legiscan.com/GA/bill/SB435/2021","2022"
2022-02-22,"Missouri","HB2735","Establishes guidelines for public school student participation in athletic contests organized by sex","Youth Athletics","Introduced","https://legiscan.com/MO/bill/HB2735/2022","2022"
2022-02-22,"Missouri","HB2734","Establishes guidelines for student participation in athletic contests organized by sex","Youth Athletics","Introduced","https://legiscan.com/MO/bill/HB2734/2022","2022"
2022-02-18,"United States","HB6764","Establishes a framework to prohibit correctional institutions at the federal and state levels from using gender identity to house inmates of one biological sex with inmates of the other biological sex.","Other","Introduced","https://legiscan.com/US/bill/HB6764/2021","2022"
2022-02-17,"Iowa","SF2342","A bill for an act relating to student eligibility requirements in school district, accredited nonpublic school, charter school, community college, and regent institution athletics based on sex.(Formerly SSB 3146.)","Youth Athletics","Dead/Failed","https://legiscan.com/IA/bill/SF2342/2021","2022"
2022-02-16,"Iowa","SSB3146","A bill for an act relating to student eligibility requirements in school district, accredited nonpublic school, charter school, community college, and regent institution athletics based on sex.(See SF 2342.)","Youth Athletics","Dead/Failed","https://legiscan.com/IA/bill/SSB3146/2021","2022"
2022-02-16,"Missouri","HB2717","Modifies provisions relating to certificates of birth","ID Updates","Introduced","https://legiscan.com/MO/bill/HB2717/2022","2022"
2022-02-14,"Kentucky","HB495","Create a new range in KRS Chapter 446 to define terms; establish protections from governmental discrimination against any person or organization for sincerely held religious beliefs and moral convictions regarding the sex of individuals who may enter into marriage; establish administrative and civil remedies for violations.","Nondiscrimination Protections","Introduced","https://legiscan.com/KY/bill/HB495/2022","2022"
2022-02-11,"Delaware","SB227","This Act generally requires a student athlete to compete for athletic teams or in sports associated with their biological sex, as determined at or near birth and based on the students birth certificate or other government record if a birth certificate is unobtainable. An exception is permitted to allow female athletes to compete in male sports if a corresponding female sport is not available.","Youth Athletics","Introduced","https://legiscan.com/DE/bill/SB227/2021","2022"
2022-02-10,"Mississippi","SB2356","An Act To Enact The Real You Act Of 2022; To Define Terms; To Prohibit Physically Incarcerated Offenders From Requesting A Name Change; To Prohibit Minors From Requesting Legal Recognition Of A Gender Transition; To Provide Certain Exceptions; And For Related Purposes.","ID Updates","Dead/Failed","https://legiscan.com/MS/bill/SB2356/2022","2022"
2022-02-09,"Iowa","HF2309","A bill for an act relating to student eligibility requirements in school district and accredited nonpublic school athletics based on sex.(See HF 2416.)","Youth Athletics","Dead/Failed","https://legiscan.com/IA/bill/HF2309/2021","2022"
2022-02-08,"Missouri","HB2649","Creates provisions relating to gender transition procedures","Healthcare","Introduced","https://legiscan.com/MO/bill/HB2649/2022","2022"
2022-02-07,"Oklahoma","SB1249","Municipalities; designating all bathrooms to be single gender; prohibiting ordinances contrary to act. Effective date. Emergency.","Public Facilities","Dead/Failed","https://legiscan.com/OK/bill/SB1249/2022","2022"
2022-02-07,"Oklahoma","HB3240","Oklahoma Save Adolescents from Experimentation (SAFE) Act; effective date.","Healthcare","Dead/Failed","https://legiscan.com/OK/bill/HB3240/2022","2022"
2022-02-07,"Oklahoma","SB1164","Schools; directing certain restrooms and changing facilities to be designated in certain manner. Effective date. Emergency.","Public Facilities","Dead/Failed","https://legiscan.com/OK/bill/SB1164/2022","2022"
2022-02-04,"South Dakota","SB46","Protect fairness in women's sports.","Youth Athletics","Signed/Enacted","https://legiscan.com/SD/bill/SB46/2022","2022"
2022-02-03,"Tennessee","SB2777","As introduced, specifies that a teacher or other employee of a public school or LEA is not required to refer to a student using the student's preferred pronoun if the pronoun does not align with the student's biological sex; insulates a teacher or other employee of a public school or LEA from civil liability and adverse employment action for referring to a student using the pronoun aligned with the student's biological sex instead of the student's preferred pronoun. - Amends TCA Title 49, Chapter 6.","Schools / Education","Introduced","https://legiscan.com/TN/bill/SB2777/2021","2022"
2022-02-03,"Maryland","HB757","Requiring certain interscholastic and intramural athletic teams or sports sponsored by certain schools to be expressly designated based on biological sex; prohibiting certain entities from taking certain adverse actions against a school or county board of education for maintaining separate interscholastic and intramural athletic teams and sports for students of the female sex; and providing that certain individuals have the right to bring a civil action under certain circumstances.","Youth Athletics","Dead/Failed","https://legiscan.com/MD/bill/HB757/2022","2022"
2022-02-03,"Alabama","HB266","Public health, minors, biological male or female, sexual state, practices to alter or affirm minor's sexual identity or perception such as prescribing puberty blocking medication or surgeries, prohibited, exceptions, nurses and school personnel not to withhold information from parents, violations a Class C felony","Healthcare","Introduced","https://legiscan.com/AL/bill/HB266/2022","2022"
2022-02-02,"Tennessee","SB2696","As introduced, enacts the “Youth Health Protection Act.” - Amends TCA Title 8; Title 9; Title 14; Title 33; Title 63 and Title 68.","Healthcare","Introduced","https://legiscan.com/TN/bill/SB2696/2021","2022"
2022-02-02,"Tennessee","HB2835","As introduced, enacts the “Youth Health Protection Act.” - Amends TCA Title 8; Title 9; Title 14; Title 33; Title 63 and Title 68.","Healthcare","Introduced","https://legiscan.com/TN/bill/HB2835/2021","2022"
2022-02-01,"West Virginia","HB4016","The purpose of this bill is to prohibit race or sex stereotyping, biologically and or genetically counter factual instruction, and/or or a biased and historically inaccurate account of comparative political economic systems in 1) instruction provided to pupils in school districts and independent charter schools; and 2) training provided to employees of school boards and independent charter schools. Under the bill, any course or part of any curriculum or pedagogy, or employee training that violates the requirements of the act is prohibited. Among the concepts that are prohibited from being taught under the bill are the following: that one race or sex is inherently superior to another race or sex and that an individual, by virtue of the individual’s race or sex, bears responsibility for acts committed in the past by other individuals of the same race or sex, that persons must recognize identifications contrary to biology and/or genetics, and the presentation of any socialist, communist, or otherwise Marxist, Maoist or critical theory inspired system of political economy without the accurate inclusion of the historically documented scale of state sponsored terror and murder, economic inefficiency, and starvations which have occurred under such forms of political economy and co-equal instructional time dedicated to free-market economies, capitalism and freely elected constitutional democratic republics. The bill provides that the state superintendent of public instruction notify parents and employees of violations of the act, waives sovereign immunity for violations of the act, and provides a private right of action by a parent, guardian or employee for violations of the act.  The bill also requires each school board to post all curricula and training for teachers used in schools in the school district on the school district’s internet site and, if a school board maintains an internet site for an individual school, on the individual school’s internet site. If an internet site is maintained for an independent charter school, the bill requires the authorizer of the independent charter school to ensure that all curricula used in the independent charter school are posted on the independent charter school’s internet site. Under the bill, upon request, a school board or independent charter school operator must provide a printed copy of any curriculum that it is required to post on its internet site, at no cost to the requester.","Schools / Education","Dead/Failed","https://legiscan.com/WV/bill/HB4016/2022","2022"
